transaction_id,timestamp,amount,declared_instrument,sub_instrument,card_bin,card_tier,mcc,merchant_true_category,tax_amount_provided,po_code_provided,line_item_detail_provided,contracted_flat_rate,fee_charged,tax_charged,turnover_tier,injected_issue
TXN_000013,2026-08-25 18:14:40,58991.91,Card,Visa_credit,607111,basic,5045,B2B wholesale,True,True,True,0.02,1179.84,212.37,above_20L,clean
TXN_000014,2026-08-27 20:06:42,32588.26,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000015,2026-08-19 07:13:10,56503.2,Card,Mastercard_credit,511111,basic,5045,B2B wholesale,True,True,True,0.02,1130.06,203.41,above_20L,clean
TXN_000016,2026-08-18 05:04:41,2037.33,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000017,2026-08-30 04:28:03,44783.41,Card,RuPay_debit,533333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000018,2026-08-25 08:55:39,2027.72,UPI,PPI_wallet_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,22.3,4.01,above_20L,R12_mcc_misclassification
TXN_000019,2026-08-21 19:00:38,24635.62,Card,,533333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000020,2026-08-27 06:56:52,42095.11,UPI,,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000021,2026-08-23 16:49:15,3027.33,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000022,2026-08-29 23:42:16,49473.75,Card,Mastercard_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,989.48,178.11,above_20L,clean
TXN_000023,2026-08-23 20:12:11,4257.7,Card,RuPay_debit,522222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000024,2026-08-26 12:17:20,2784.09,Card,RuPay_debit,522222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000025,2026-08-23 03:58:15,2028.04,UPI,RuPay_credit_UPI,433333,corporate,5411,B2B wholesale,True,True,False,0.02,30.42,5.48,above_20L,R12_mcc_misclassification
TXN_000026,2026-08-28 10:32:19,51331.43,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000027,2026-08-23 06:12:41,58368.94,Card,Visa_credit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,1167.38,210.13,above_20L,clean
TXN_000028,2026-08-28 20:04:29,2030.96,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000029,2026-08-19 01:04:31,2009.94,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000030,2026-08-29 08:43:46,2017.1,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000031,2026-08-17 16:59:04,2016.57,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.18,3.99,above_20L,clean
TXN_000032,2026-08-20 05:00:27,25800.66,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000033,2026-08-27 02:12:19,2027.27,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000034,2026-08-26 10:17:24,2004.52,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000035,2026-08-26 05:01:44,29076.45,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000036,2026-08-25 05:29:25,2018.48,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.2,4.0,above_20L,clean
TXN_000037,2026-08-30 03:05:48,2030.29,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000038,2026-08-19 02:00:37,2004.78,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.05,3.97,above_20L,clean
TXN_000039,2026-08-19 11:16:04,35478.0,Card,RuPay_debit,511111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000040,2026-08-20 18:16:47,2037.15,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000041,2026-08-27 20:07:17,40412.18,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000042,2026-08-19 03:09:44,2037.92,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000043,2026-08-16 19:51:41,18808.16,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,169.27,30.47,above_20L,clean
TXN_000044,2026-08-17 23:23:07,41981.29,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000045,2026-08-25 21:34:07,6149.31,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,67.64,12.18,above_20L,clean
TXN_000046,2026-08-23 23:30:02,2001.13,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000047,2026-08-21 06:13:01,2011.75,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000048,2026-08-19 05:04:28,2007.59,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.08,3.97,above_20L,clean
TXN_000049,2026-08-20 07:23:00,2013.58,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000050,2026-08-18 07:27:35,11008.07,Card,,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,220.16,39.63,above_20L,exception_missing_tag
TXN_000051,2026-08-26 10:42:56,40233.89,Card,RuPay_debit,511111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000052,2026-08-17 07:31:44,36096.83,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,False,False,True,0.02,288.77,51.98,above_20L,R10_l2_l3_downgrade
TXN_000053,2026-08-16 19:54:03,2015.7,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000054,2026-08-26 15:34:51,28174.32,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000055,2026-08-24 01:37:43,2012.24,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000056,2026-08-15 16:59:40,52173.15,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000057,2026-08-25 06:05:40,19572.02,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000058,2026-08-30 05:21:15,2028.9,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.32,4.02,above_20L,clean
TXN_000059,2026-08-25 17:37:24,2036.36,UPI,RuPay_credit_UPI,433333,corporate,5045,B2B wholesale,True,True,False,0.02,30.55,5.5,above_20L,clean
TXN_000060,2026-08-28 03:20:27,2001.43,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,True,True,False,0.02,30.02,5.4,above_20L,clean
TXN_000061,2026-08-16 15:59:47,2010.1,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000062,2026-08-23 08:56:36,5944.23,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000063,2026-08-18 09:13:22,2035.74,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,True,True,False,0.02,30.54,5.5,above_20L,clean
TXN_000064,2026-08-25 03:52:45,51358.1,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000065,2026-08-22 12:47:33,58826.93,Card,Visa_credit,411111,basic,5411,B2B wholesale,True,True,True,0.02,1176.54,211.78,above_20L,R12_mcc_misclassification
TXN_000066,2026-08-26 23:52:08,54626.52,Card,RuPay_debit,533333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000067,2026-08-25 00:35:59,2017.05,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000068,2026-08-18 06:51:58,6511.28,UPI,,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000069,2026-08-21 22:34:47,13627.53,Card,Visa_credit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,272.55,49.06,above_20L,clean
TXN_000070,2026-08-26 15:43:13,2029.25,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000071,2026-08-21 14:17:31,37974.43,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,341.77,61.52,above_20L,clean
TXN_000072,2026-08-19 19:20:53,2013.43,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000073,2026-08-24 18:58:52,2028.63,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000074,2026-08-16 12:29:40,45658.27,Card,Mastercard_credit,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,913.17,164.37,above_20L,clean
TXN_000075,2026-08-29 15:59:21,2012.97,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000076,2026-08-18 18:16:54,2022.96,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,False,False,False,0.02,46.52,8.37,above_20L,R10_l2_l3_downgrade
TXN_000077,2026-08-15 15:39:07,2011.81,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000078,2026-08-30 02:48:31,2023.9,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000079,2026-08-19 02:28:30,2848.93,UPI,RuPay_credit_UPI,511111,basic,5411,B2B wholesale,True,True,False,0.02,42.73,7.69,above_20L,R12_mcc_misclassification
TXN_000080,2026-08-29 10:23:04,56001.67,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,504.02,90.72,above_20L,clean
TXN_000081,2026-08-28 09:59:18,17510.94,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000082,2026-08-22 14:50:35,57084.97,Card,,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,1141.7,205.51,above_20L,exception_missing_tag
TXN_000083,2026-08-22 13:18:31,45474.5,Card,,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,909.49,163.71,above_20L,exception_missing_tag
TXN_000084,2026-08-27 04:48:31,34723.17,Card,Mastercard_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,694.46,125.0,above_20L,clean
TXN_000085,2026-08-20 17:22:14,59968.74,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000086,2026-08-20 07:21:18,2039.7,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000087,2026-08-26 08:43:07,2011.97,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000088,2026-08-23 18:09:03,24468.98,Card,,607222,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000089,2026-08-26 01:44:44,12171.83,UPI,RuPay_credit_UPI,433333,corporate,5045,B2B wholesale,True,True,True,0.02,182.58,32.86,above_20L,clean
TXN_000090,2026-08-22 08:38:45,2000.01,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000091,2026-08-16 09:15:55,47796.32,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,525.76,94.64,above_20L,clean
TXN_000092,2026-08-21 09:06:33,47379.11,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000093,2026-08-28 00:05:38,58481.98,Card,,607222,corporate,5045,B2B wholesale,True,True,True,0.02,1169.64,210.54,above_20L,exception_missing_tag
TXN_000094,2026-08-15 13:53:57,2017.13,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000095,2026-08-26 23:30:21,19346.26,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000096,2026-08-21 15:54:08,57033.47,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000097,2026-08-18 12:17:47,3749.81,Card,Mastercard_credit,533333,corporate,5045,B2B wholesale,True,True,False,0.02,75.0,13.5,above_20L,clean
TXN_000098,2026-08-19 01:42:56,2024.4,UPI,,422222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.37,5.47,above_20L,exception_missing_tag
TXN_000099,2026-08-26 02:53:49,2015.71,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000100,2026-08-16 18:14:31,2020.6,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000101,2026-08-26 11:15:46,47861.64,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000102,2026-08-22 09:03:25,45912.67,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000103,2026-08-28 20:58:52,2020.91,UPI,,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000104,2026-08-29 23:43:08,2001.19,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000105,2026-08-19 15:16:01,2039.85,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000106,2026-08-23 23:46:23,7502.28,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000107,2026-08-25 15:44:51,41122.35,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000108,2026-08-19 10:05:11,2001.19,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000109,2026-08-26 16:24:27,31655.84,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,348.21,62.68,above_20L,clean
TXN_000110,2026-08-16 02:50:38,2028.51,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000111,2026-08-29 23:43:42,25827.79,Card,RuPay_debit,607111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000112,2026-08-22 06:22:21,56259.29,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000113,2026-08-15 23:49:32,9809.76,Card,Visa_credit,411111,basic,5045,B2B wholesale,True,True,False,0.02,196.2,35.32,above_20L,clean
TXN_000114,2026-08-20 12:26:04,45082.81,Card,Mastercard_credit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,901.66,162.3,above_20L,clean
TXN_000115,2026-08-26 22:14:45,2024.43,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000116,2026-08-19 08:38:11,2019.49,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000117,2026-08-28 09:42:29,30462.49,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000118,2026-08-20 01:38:10,27126.29,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000119,2026-08-29 14:00:03,2021.92,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000120,2026-08-16 03:55:37,52401.61,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000121,2026-08-17 08:48:52,2019.39,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000122,2026-08-25 17:55:54,2011.58,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000123,2026-08-22 07:31:03,37363.65,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000124,2026-08-18 18:12:02,2037.52,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000125,2026-08-25 04:06:26,2035.71,UPI,,,N/A,5045,B2B wholesale,True,True,False,0.02,22.39,4.03,above_20L,exception_missing_tag
TXN_000126,2026-08-15 18:07:16,2035.8,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000127,2026-08-15 22:36:21,2037.02,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000128,2026-08-30 07:59:35,35056.22,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000129,2026-08-16 17:29:14,10749.92,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000130,2026-08-18 09:45:56,8576.33,UPI,RuPay_credit_UPI,607111,basic,5045,B2B wholesale,True,True,False,0.02,128.64,23.16,above_20L,clean
TXN_000131,2026-08-22 19:12:49,2000.3,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000132,2026-08-24 01:07:25,19837.9,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000133,2026-08-17 03:54:11,2019.62,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000134,2026-08-25 00:48:04,2036.52,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000135,2026-08-22 08:25:06,57605.13,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000136,2026-08-27 21:29:54,21991.5,Card,RuPay_debit,533333,corporate,5045,B2B wholesale,False,False,True,0.02,175.93,31.67,above_20L,R10_l2_l3_downgrade
TXN_000137,2026-08-15 14:19:47,2033.44,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000138,2026-08-25 20:34:22,2025.0,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000139,2026-08-17 02:45:36,2002.79,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.03,3.97,above_20L,clean
TXN_000140,2026-08-24 08:38:07,2037.04,UPI,RuPay_credit_UPI,607222,corporate,5045,B2B wholesale,True,True,False,0.02,30.56,5.5,above_20L,clean
TXN_000141,2026-08-22 03:43:47,42987.54,Card,Visa_credit,607222,corporate,5045,B2B wholesale,False,False,True,0.02,1203.65,216.66,above_20L,R10_l2_l3_downgrade
TXN_000142,2026-08-28 16:47:21,39639.21,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000143,2026-08-23 10:52:35,2018.16,UPI,RuPay_credit_UPI,422222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.27,5.45,above_20L,clean
TXN_000144,2026-08-16 15:37:19,54482.75,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000145,2026-08-20 07:50:49,55032.81,Card,,,N/A,5045,B2B wholesale,True,True,True,0.02,495.3,89.15,above_20L,exception_missing_tag
TXN_000146,2026-08-20 15:08:13,51445.23,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000147,2026-08-26 21:41:25,36794.91,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000148,2026-08-17 15:30:07,2010.09,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000149,2026-08-22 04:10:14,37285.08,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000150,2026-08-16 02:06:27,31513.29,Card,RuPay_debit,422222,premium_rewards,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000151,2026-08-20 05:37:06,23321.87,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000152,2026-08-25 01:24:08,19875.71,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000153,2026-08-17 21:14:04,2013.74,UPI,RuPay_credit_UPI,422222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.21,5.44,above_20L,clean
TXN_000154,2026-08-16 05:23:00,44384.67,Card,Mastercard_credit,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,887.69,159.78,above_20L,clean
TXN_000155,2026-08-30 08:27:22,23622.95,UPI,RuPay_credit_UPI,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,354.34,63.78,above_20L,clean
TXN_000156,2026-08-29 18:34:36,4917.5,Card,Visa_credit,607111,basic,5045,B2B wholesale,True,True,False,0.02,98.35,17.7,above_20L,clean
TXN_000157,2026-08-27 16:56:48,14767.14,Card,Visa_credit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,295.34,53.16,above_20L,clean
TXN_000158,2026-08-24 04:28:30,2032.22,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000159,2026-08-22 02:00:34,2000.54,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000160,2026-08-17 07:59:16,31259.06,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000161,2026-08-22 06:17:46,2005.98,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.07,3.97,above_20L,clean
TXN_000162,2026-08-19 09:00:30,2014.78,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000163,2026-08-26 17:27:02,2010.26,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000164,2026-08-28 17:56:19,57468.57,Card,Mastercard_credit,433333,corporate,5411,B2B wholesale,True,True,True,0.02,1149.37,206.89,above_20L,R12_mcc_misclassification
TXN_000165,2026-08-24 07:56:52,3222.72,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000166,2026-08-30 04:02:11,2031.62,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000167,2026-08-20 04:04:26,2012.45,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000168,2026-08-23 02:50:11,45523.78,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000169,2026-08-23 02:00:07,2023.43,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000170,2026-08-19 02:24:32,35745.44,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
